0.1,0.01,339,0,58
0.2,0.01,354,0,51
0.3,0.01,324,0,63
0.4,0.01,345,0,52
0.5,0.01,329,0,46
0.6,0.01,331,0,43
0.7,0.01,327,0,45
0.8,0.01,328,0,54
0.9,0.01,319,0,50
1.0,0.01,325,0,53
0.1,0.02,325,0,115
0.2,0.02,332,0,96
0.3,0.02,325,0,114
0.4,0.02,339,0,118
0.5,0.02,350,0,117
0.6,0.02,349,0,134
0.7,0.02,345,0,110
0.8,0.02,327,0,105
0.9,0.02,326,0,112
1.0,0.02,317,0,99
0.1,0.03,322,0,143
0.2,0.03,328,0,182
0.3,0.03,341,0,186
0.4,0.03,335,0,149
0.5,0.03,316,0,186
0.6,0.03,324,0,178
0.7,0.03,340,0,176
0.8,0.03,308,0,189
0.9,0.03,321,0,138
1.0,0.03,319,0,191
0.1,0.04,330,0,238
0.2,0.04,321,0,203
0.3,0.04,327,0,233
0.4,0.04,321,0,228
0.5,0.04,313,0,209
0.6,0.04,331,0,238
0.7,0.04,329,0,215
0.8,0.04,324,0,234
0.9,0.04,329,0,228
1.0,0.04,328,0,201
0.1,0.05,311,0,266
0.2,0.05,322,0,277
0.3,0.05,311,0,256
0.4,0.05,312,0,256
0.5,0.05,309,0,251
0.6,0.05,314,0,264
0.7,0.05,334,0,244
0.8,0.05,316,0,235
0.9,0.05,324,0,246
1.0,0.05,313,0,246
0.1,0.06,318,0,339
0.2,0.06,299,1,327
0.3,0.06,308,0,353
0.4,0.06,315,0,299
0.5,0.06,320,0,329
0.6,0.06,312,1,334
0.7,0.06,337,0,267
0.8,0.06,310,0,334
0.9,0.06,322,1,331
1.0,0.06,307,0,304
0.1,0.07,321,0,277
0.2,0.07,341,0,334
0.3,0.07,316,0,318
0.4,0.07,290,0,360
0.5,0.07,328,0,306
0.6,0.07,320,0,382
0.7,0.07,292,0,342
0.8,0.07,318,0,303
0.9,0.07,301,0,286
1.0,0.07,288,0,351
0.1,0.08,309,123,479
0.2,0.08,324,110,454
0.3,0.08,315,110,462
0.4,0.08,333,127,450
0.5,0.08,320,103,453
0.6,0.08,309,129,493
0.7,0.08,330,146,455
0.8,0.08,333,111,453
0.9,0.08,325,112,433
1.0,0.08,292,108,483
0.1,0.09,326,120,500
0.2,0.09,321,132,423
0.3,0.09,341,111,441
0.4,0.09,323,117,466
0.5,0.09,329,117,492
0.6,0.09,332,125,410
0.7,0.09,346,115,437
0.8,0.09,295,129,494
0.9,0.09,326,117,426
1.0,0.09,323,96,462
0.1,0.1,307,97,543
0.2,0.1,340,132,565
0.3,0.1,305,100,553
0.4,0.1,330,127,550
0.5,0.1,310,103,558
0.6,0.1,329,91,566
0.7,0.1,320,122,584
0.8,0.1,307,118,603
0.9,0.1,302,135,596
1.0,0.1,312,104,560
0.1,0.11,337,116,548
0.2,0.11,313,115,565
0.3,0.11,316,146,532
0.4,0.11,311,142,567
0.5,0.11,303,124,609
0.6,0.11,318,98,600
0.7,0.11,315,143,601
0.8,0.11,316,112,539
0.9,0.11,316,129,649
1.0,0.11,327,109,604
0.1,0.12,291,140,655
0.2,0.12,305,146,624
0.3,0.12,304,120,603
0.4,0.12,325,112,567
0.5,0.12,325,98,608
0.6,0.12,300,114,647
0.7,0.12,302,126,636
0.8,0.12,309,94,588
0.9,0.12,291,107,667
1.0,0.12,324,117,556
0.1,0.13,315,140,750
0.2,0.13,308,128,839
0.3,0.13,310,161,804
0.4,0.13,300,127,706
0.5,0.13,296,116,779
0.6,0.13,309,137,780
0.7,0.13,311,128,791
0.8,0.13,302,141,747
0.9,0.13,296,109,779
1.0,0.13,289,106,718
0.1,0.14,301,98,774
0.2,0.14,306,147,738
0.3,0.14,303,106,754
0.4,0.14,307,128,732
0.5,0.14,305,116,794
0.6,0.14,298,109,717
0.7,0.14,307,121,783
0.8,0.14,296,119,732
0.9,0.14,316,128,760
1.0,0.14,306,124,796
0.1,0.15,308,301,1099
0.2,0.15,324,285,1048
0.3,0.15,291,304,1120
0.4,0.15,320,269,1094
0.5,0.15,314,295,1072
0.6,0.15,309,313,1088
0.7,0.15,305,345,1077
0.8,0.15,318,288,1080
0.9,0.15,324,275,1021
1.0,0.15,307,263,999
0.1,0.16,310,256,1094
0.2,0.16,321,331,1086
0.3,0.16,312,310,1143
0.4,0.16,293,320,1165
0.5,0.16,292,313,1120
0.6,0.16,289,279,1145
0.7,0.16,320,232,1046
0.8,0.16,308,309,1151
0.9,0.16,312,292,1116
1.0,0.16,309,264,1064
0.1,0.17,314,268,1258
0.2,0.17,295,308,1314
0.3,0.17,306,271,1321
0.4,0.17,303,376,1349
0.5,0.17,303,287,1357
0.6,0.17,294,293,1380
0.7,0.17,306,321,1345
0.8,0.17,302,334,1449
0.9,0.17,300,356,1404
1.0,0.17,301,337,1341
0.1,0.18,292,329,1370
0.2,0.18,305,349,1365
0.3,0.18,310,313,1346
0.4,0.18,317,300,1302
0.5,0.18,307,313,1321
0.6,0.18,306,316,1399
0.7,0.18,331,289,1333
0.8,0.18,291,272,1400
0.9,0.18,292,321,1417
1.0,0.18,308,340,1333
0.1,0.19,314,345,1346
0.2,0.19,302,283,1313
0.3,0.19,306,316,1398
0.4,0.19,293,354,1475
0.5,0.19,303,316,1312
0.6,0.19,306,305,1418
0.7,0.19,281,332,1459
0.8,0.19,296,341,1368
0.9,0.19,288,302,1421
1.0,0.19,313,329,1406
0.1,0.2,291,360,1565
0.2,0.2,306,288,1516
0.3,0.2,279,319,1582
0.4,0.2,300,337,1598
0.5,0.2,298,345,1639
0.6,0.2,293,262,1566
0.7,0.2,309,352,1626
0.8,0.2,288,348,1515
0.9,0.2,296,326,1550
1.0,0.2,283,295,1552
