0.9,0.0,45,2355,2180
0.91,0.0,54,2516,2199
0.92,0.0,40,2553,2230
0.93,0.0,48,2624,2274
0.94,0.0,50,2640,2279
0.95,0.0,45,2561,2210
0.96,0.0,50,2546,2220
0.97,0.0,40,2464,2178
0.98,0.0,59,2641,2239
0.99,0.0,46,2692,2253
1.0,0.0,21,2770,2279
0.9,0.01,56,2430,2171
0.91,0.01,51,2472,2161
0.92,0.01,48,2392,2156
0.93,0.01,67,2350,2152
0.94,0.01,53,2420,2229
0.95,0.01,49,2468,2208
0.96,0.01,57,2449,2143
0.97,0.01,39,2545,2276
0.98,0.01,55,2527,2219
0.99,0.01,44,2498,2251
1.0,0.01,37,2445,2363
0.9,0.02,47,2604,2357
0.91,0.02,36,2542,2266
0.92,0.02,58,2493,2155
0.93,0.02,53,2486,2185
0.94,0.02,45,2327,2131
0.95,0.02,65,2389,2173
0.96,0.02,65,2545,2312
0.97,0.02,43,2410,2273
0.98,0.02,63,2474,2268
0.99,0.02,48,2491,2302
1.0,0.02,56,2370,2110
0.9,0.03,54,2543,2290
0.91,0.03,41,2369,2175
0.92,0.03,52,2426,2202
0.93,0.03,61,2411,2193
0.94,0.03,35,2538,2254
0.95,0.03,46,2486,2305
0.96,0.03,54,2458,2217
0.97,0.03,58,2307,2169
0.98,0.03,42,2430,2173
0.99,0.03,63,2375,2144
1.0,0.03,48,2484,2238
0.9,0.04,51,2552,2288
0.91,0.04,52,2524,2168
0.92,0.04,61,2556,2240
0.93,0.04,61,2439,2189
0.94,0.04,45,2459,2177
0.95,0.04,40,2448,2206
0.96,0.04,42,2474,2199
0.97,0.04,41,2413,2199
0.98,0.04,45,2332,2159
0.99,0.04,54,2365,2202
1.0,0.04,45,2505,2210
0.9,0.05,53,2523,2270
0.91,0.05,63,2395,2160
0.92,0.05,48,2342,2170
0.93,0.05,63,2492,2235
0.94,0.05,44,2536,2237
0.95,0.05,42,2512,2370
0.96,0.05,48,2436,2225
0.97,0.05,53,2443,2157
0.98,0.05,58,2380,2233
0.99,0.05,51,2438,2204
1.0,0.05,64,2452,2183
