0.1,0.01,90,0,121
0.2,0.01,96,0,115
0.3,0.01,83,0,120
0.4,0.01,87,0,125
0.5,0.01,112,0,108
0.6,0.01,83,0,109
0.7,0.01,95,0,122
0.8,0.01,96,0,106
0.9,0.01,82,0,108
1.0,0.01,101,0,110
0.1,0.02,86,0,312
0.2,0.02,75,0,293
0.3,0.02,74,0,236
0.4,0.02,99,0,292
0.5,0.02,72,0,287
0.6,0.02,98,0,271
0.7,0.02,81,0,269
0.8,0.02,77,1,285
0.9,0.02,72,0,266
1.0,0.02,81,0,266
0.1,0.03,64,0,453
0.2,0.03,62,0,419
0.3,0.03,73,0,431
0.4,0.03,60,1,449
0.5,0.03,57,0,454
0.6,0.03,64,0,415
0.7,0.03,52,1,424
0.8,0.03,72,0,450
0.9,0.03,75,1,445
1.0,0.03,65,0,409
0.1,0.04,52,0,613
0.2,0.04,56,0,647
0.3,0.04,58,0,628
0.4,0.04,46,0,661
0.5,0.04,55,1,627
0.6,0.04,47,1,653
0.7,0.04,55,0,605
0.8,0.04,44,1,616
0.9,0.04,57,0,588
1.0,0.04,60,1,614
0.1,0.05,35,0,624
0.2,0.05,49,0,631
0.3,0.05,50,0,619
0.4,0.05,43,0,596
0.5,0.05,59,0,577
0.6,0.05,60,0,583
0.7,0.05,53,0,638
0.8,0.05,39,0,652
0.9,0.05,46,0,618
1.0,0.05,44,1,579
0.1,0.06,55,0,806
0.2,0.06,44,1,843
0.3,0.06,43,0,773
0.4,0.06,51,1,811
0.5,0.06,48,2,821
0.6,0.06,51,1,818
0.7,0.06,57,4,797
0.8,0.06,42,1,824
0.9,0.06,53,1,848
1.0,0.06,46,0,838
0.1,0.07,47,0,771
0.2,0.07,42,0,832
0.3,0.07,48,1,816
0.4,0.07,44,0,823
0.5,0.07,38,1,728
0.6,0.07,32,1,855
0.7,0.07,37,1,849
0.8,0.07,48,1,868
0.9,0.07,42,0,871
1.0,0.07,39,0,808
0.1,0.08,33,371,1115
0.2,0.08,44,373,1140
0.3,0.08,34,354,1121
0.4,0.08,36,322,1128
0.5,0.08,45,355,1179
0.6,0.08,32,356,1102
0.7,0.08,30,373,1131
0.8,0.08,43,401,1077
0.9,0.08,33,333,1089
1.0,0.08,45,362,1137
0.1,0.09,44,358,1113
0.2,0.09,34,373,1130
0.3,0.09,38,395,1158
0.4,0.09,43,344,1122
0.5,0.09,35,373,1120
0.6,0.09,43,393,1093
0.7,0.09,40,365,1149
0.8,0.09,31,380,1169
0.9,0.09,33,396,1164
1.0,0.09,25,351,1132
0.1,0.1,40,351,1312
0.2,0.1,24,380,1330
0.3,0.1,27,382,1362
0.4,0.1,26,389,1392
0.5,0.1,37,354,1365
0.6,0.1,43,395,1398
0.7,0.1,27,366,1300
0.8,0.1,38,384,1331
0.9,0.1,33,381,1404
1.0,0.1,29,332,1405
0.1,0.11,35,348,1381
0.2,0.11,40,362,1375
0.3,0.11,32,386,1411
0.4,0.11,25,367,1319
0.5,0.11,31,313,1321
0.6,0.11,33,408,1357
0.7,0.11,33,389,1355
0.8,0.11,27,350,1411
0.9,0.11,33,329,1276
1.0,0.11,34,353,1341
0.1,0.12,34,385,1316
0.2,0.12,30,367,1379
0.3,0.12,25,356,1342
0.4,0.12,22,366,1443
0.5,0.12,23,353,1381
0.6,0.12,29,363,1344
0.7,0.12,29,390,1452
0.8,0.12,29,384,1402
0.9,0.12,37,380,1333
1.0,0.12,22,313,1364
0.1,0.13,31,360,1594
0.2,0.13,27,386,1623
0.3,0.13,32,371,1621
0.4,0.13,27,420,1534
0.5,0.13,22,353,1715
0.6,0.13,27,362,1614
0.7,0.13,23,397,1649
0.8,0.13,22,379,1662
0.9,0.13,38,362,1610
1.0,0.13,37,385,1537
0.1,0.14,27,372,1637
0.2,0.14,21,380,1635
0.3,0.14,21,400,1662
0.4,0.14,33,384,1609
0.5,0.14,29,376,1612
0.6,0.14,28,382,1638
0.7,0.14,35,371,1556
0.8,0.14,27,386,1592
0.9,0.14,29,393,1638
1.0,0.14,23,399,1615
0.1,0.15,33,2387,2602
0.2,0.15,39,2487,2708
0.3,0.15,35,2258,2642
0.4,0.15,23,2169,2605
0.5,0.15,34,2358,2704
0.6,0.15,25,2483,2792
0.7,0.15,37,2279,2587
0.8,0.15,29,2286,2739
0.9,0.15,28,2289,2680
1.0,0.15,28,2401,2749
0.1,0.16,30,2300,2674
0.2,0.16,29,2364,2759
0.3,0.16,27,2345,2754
0.4,0.16,27,2336,2698
0.5,0.16,30,2308,2798
0.6,0.16,27,2297,2796
0.7,0.16,21,2363,2734
0.8,0.16,34,2423,2696
0.9,0.16,25,2228,2652
1.0,0.16,29,2287,2644
0.1,0.17,23,2179,2820
0.2,0.17,35,2386,2902
0.3,0.17,23,2287,2841
0.4,0.17,20,2258,2947
0.5,0.17,23,2298,2858
0.6,0.17,29,2314,2837
0.7,0.17,21,2395,2803
0.8,0.17,20,2433,2895
0.9,0.17,35,2302,2806
1.0,0.17,27,2467,2901
0.1,0.18,25,2499,2919
0.2,0.18,29,2322,2803
0.3,0.18,26,2295,2794
0.4,0.18,18,2314,2826
0.5,0.18,29,2277,2835
0.6,0.18,24,2473,2918
0.7,0.18,27,2253,2780
0.8,0.18,32,2255,2837
0.9,0.18,29,2267,2887
1.0,0.18,16,2285,2777
0.1,0.19,26,2358,2838
0.2,0.19,19,2385,2902
0.3,0.19,21,2369,2929
0.4,0.19,22,2259,2831
0.5,0.19,27,2282,2897
0.6,0.19,34,2424,2969
0.7,0.19,24,2265,2843
0.8,0.19,29,2384,2830
0.9,0.19,23,2263,2873
1.0,0.19,21,2272,2957
0.1,0.2,24,2297,2829
0.2,0.2,26,2384,2818
0.3,0.2,14,2400,2898
0.4,0.2,19,2405,2873
0.5,0.2,23,2387,2895
0.6,0.2,22,2099,2811
0.7,0.2,16,2327,2921
0.8,0.2,30,2460,2857
0.9,0.2,41,2325,2854
1.0,0.2,14,2282,2875
