0.1,0.01,304,211,60
0.2,0.01,333,178,53
0.3,0.01,307,184,78
0.4,0.01,333,189,65
0.5,0.01,327,200,73
0.6,0.01,303,191,76
0.7,0.01,309,209,74
0.8,0.01,318,192,65
0.9,0.01,326,173,67
1.0,0.01,297,188,69
0.1,0.02,318,344,128
0.2,0.02,325,364,155
0.3,0.02,318,367,150
0.4,0.02,319,315,150
0.5,0.02,300,330,146
0.6,0.02,303,336,145
0.7,0.02,310,331,159
0.8,0.02,311,343,123
0.9,0.02,310,343,147
1.0,0.02,324,347,143
0.1,0.03,303,527,198
0.2,0.03,329,499,207
0.3,0.03,302,492,225
0.4,0.03,294,470,217
0.5,0.03,320,459,208
0.6,0.03,321,462,211
0.7,0.03,323,454,193
0.8,0.03,310,473,199
0.9,0.03,316,448,197
1.0,0.03,313,481,211
0.1,0.04,325,540,228
0.2,0.04,309,570,245
0.3,0.04,321,527,213
0.4,0.04,302,627,238
0.5,0.04,309,620,243
0.6,0.04,298,644,293
0.7,0.04,309,618,248
0.8,0.04,299,622,249
0.9,0.04,301,624,272
1.0,0.04,306,599,252
0.1,0.05,302,665,317
0.2,0.05,304,565,253
0.3,0.05,310,668,338
0.4,0.05,293,688,299
0.5,0.05,313,655,268
0.6,0.05,319,623,253
0.7,0.05,309,655,269
0.8,0.05,300,617,284
0.9,0.05,303,666,283
1.0,0.05,299,644,262
0.1,0.06,316,732,318
0.2,0.06,313,834,343
0.3,0.06,282,761,386
0.4,0.06,323,750,300
0.5,0.06,329,718,293
0.6,0.06,302,746,332
0.7,0.06,314,726,347
0.8,0.06,290,783,345
0.9,0.06,303,720,333
1.0,0.06,299,783,350
0.1,0.07,310,767,382
0.2,0.07,297,762,350
0.3,0.07,300,856,422
0.4,0.07,314,775,360
0.5,0.07,314,775,344
0.6,0.07,305,708,330
0.7,0.07,311,743,341
0.8,0.07,306,786,358
0.9,0.07,313,787,348
1.0,0.07,294,754,362
0.1,0.08,314,1043,483
0.2,0.08,324,998,431
0.3,0.08,304,952,450
0.4,0.08,324,933,454
0.5,0.08,309,985,428
0.6,0.08,297,859,399
0.7,0.08,303,966,473
0.8,0.08,288,1035,524
0.9,0.08,301,905,443
1.0,0.08,316,937,462
0.1,0.09,290,1022,473
0.2,0.09,305,1007,478
0.3,0.09,303,1039,485
0.4,0.09,297,984,480
0.5,0.09,299,1044,477
0.6,0.09,282,1019,470
0.7,0.09,316,995,428
0.8,0.09,305,1007,442
0.9,0.09,299,1031,482
1.0,0.09,298,995,486
0.1,0.1,316,1084,581
0.2,0.1,287,1174,548
0.3,0.1,281,1155,595
0.4,0.1,294,1134,562
0.5,0.1,277,1084,576
0.6,0.1,310,1082,541
0.7,0.1,297,1138,586
0.8,0.1,310,1103,552
0.9,0.1,291,1126,559
1.0,0.1,295,1096,567
0.1,0.11,298,1140,628
0.2,0.11,298,1206,555
0.3,0.11,279,1104,575
0.4,0.11,287,1070,546
0.5,0.11,283,1114,582
0.6,0.11,307,1220,583
0.7,0.11,306,1089,571
0.8,0.11,290,1209,587
0.9,0.11,298,1206,554
1.0,0.11,303,1173,571
0.1,0.12,318,1091,533
0.2,0.12,297,1155,597
0.3,0.12,300,1164,580
0.4,0.12,302,1146,576
0.5,0.12,285,1119,548
0.6,0.12,309,1174,568
0.7,0.12,302,1166,625
0.8,0.12,289,1140,620
0.9,0.12,293,1075,582
1.0,0.12,302,1221,612
0.1,0.13,303,1308,697
0.2,0.13,292,1335,715
0.3,0.13,289,1321,756
0.4,0.13,297,1296,760
0.5,0.13,312,1183,693
0.6,0.13,273,1245,696
0.7,0.13,302,1291,742
0.8,0.13,289,1282,728
0.9,0.13,298,1293,680
1.0,0.13,302,1277,679
