0.9,0.0,105,3182,1562
0.91,0.0,114,3117,1583
0.92,0.0,111,3150,1659
0.93,0.0,107,3052,1591
0.94,0.0,106,3174,1561
0.95,0.0,115,3191,1538
0.96,0.0,141,3038,1536
0.97,0.0,121,3149,1577
0.98,0.0,120,3150,1576
0.99,0.0,125,3170,1520
1.0,0.0,104,3042,1627
0.9,0.01,120,3215,1556
0.91,0.01,110,3242,1564
0.92,0.01,99,3135,1573
0.93,0.01,113,3094,1586
0.94,0.01,122,3238,1606
0.95,0.01,98,3006,1543
0.96,0.01,94,3147,1500
0.97,0.01,105,3120,1597
0.98,0.01,125,3189,1612
0.99,0.01,118,3116,1672
1.0,0.01,102,3057,1596
0.9,0.02,119,3307,1566
0.91,0.02,118,3145,1525
0.92,0.02,107,3270,1613
0.93,0.02,109,3131,1490
0.94,0.02,113,3013,1559
0.95,0.02,109,3144,1551
0.96,0.02,98,3111,1580
0.97,0.02,106,3096,1607
0.98,0.02,111,3121,1616
0.99,0.02,111,2994,1576
1.0,0.02,115,3007,1540
0.9,0.03,99,3173,1634
0.91,0.03,100,3206,1648
0.92,0.03,112,3156,1548
0.93,0.03,111,3194,1588
0.94,0.03,116,3217,1564
0.95,0.03,113,3230,1581
0.96,0.03,109,3129,1559
0.97,0.03,110,3151,1480
0.98,0.03,128,3151,1549
0.99,0.03,117,3038,1502
1.0,0.03,98,3094,1532
0.9,0.04,115,3250,1619
0.91,0.04,99,3129,1586
0.92,0.04,119,3206,1557
0.93,0.04,107,3076,1619
0.94,0.04,112,3174,1607
0.95,0.04,105,3259,1578
0.96,0.04,109,3093,1610
0.97,0.04,115,3109,1546
0.98,0.04,107,3192,1593
0.99,0.04,118,3178,1648
1.0,0.04,111,3077,1609
0.9,0.05,103,3053,1596
0.91,0.05,92,3173,1646
0.92,0.05,112,3082,1618
0.93,0.05,114,3253,1593
0.94,0.05,113,3054,1550
0.95,0.05,104,3173,1627
0.96,0.05,115,3086,1459
0.97,0.05,108,3055,1508
0.98,0.05,114,3224,1662
0.99,0.05,112,3222,1639
1.0,0.05,120,3062,1595
